"Data Source","World Development Indicators",

"Last Updated Date","2024-06-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Europe & Central Asia (excluding high income)","ECA","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.3937810311232","41.9936027071082","35.5518633530173","34.4524171149713","33.0428291964759","29.4027674064532","31.6921658414996","32.157631595932","32.9886229899546","32.2597861984491","31.5400727195882","33.6447823486405","40.6650221324748","38.9328770840071","","",
"Europe & Central Asia","ECS","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ecuador","ECU","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Egypt, Arab Rep.","EGY","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85.7885338345865","","","","","","","","","","","","","","","","",
"Euro area","EMU","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Eritrea","ERI","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Spain","ESP","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","2002.51041517294","1767.38557414432","","","","","","","","","","","","","","","","","","","35.1323224073939","35.1651172661429","36.9841335302621","46.6988223183047","48.1046368231163","57.8835714900651","64.2155121043918","64.0097209413511","64.257825472763","59.1573805286779","56.4165675597404","51.9951670147971","50.1653698526486","45.4991384819668","43.4691212999525","40.2675102686621","35.7890576263229","31.792195137488","35.7977494008792","48.3646992967727","50.1678007072302","58.057649948503","77.8050671752626","92.3122944318681","105.572961714157","105.395476685566","106.78085544137","107.286371146798","107.974507264889","112.050634277545","140.178695675285","134.019858811797","111.426663156914","",
"Estonia","EST","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.90922002473909","7.84184333624567","4.06698700265488","3.81132632295459","4.42948490140082","4.86252613950876","5.27335374149869","5.18104567730469","4.94438397132272","4.22953401229437","5.05835096073767","8.22468046659972","7.89764510837486","5.99139330834761","13.5521744483716","13.798476044145","13.9548506685828","13.1227400304449","14.070777375849","13.425576163145","13.4585697706201","13.9293669400747","23.7728911461593","23.8929966428787","25.2010912512376","",
"Ethiopia","ETH","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.1758923644789","49.6471547793914","43.3007948756543","71.5033855542775","90.2523100095927","80.6182076424932","70.3936489385985","67.7317426757118","76.0638442706389","83.4720247831402","","","","","","","","","","","","","","10.733283781495","26.9372797365191","27.9431250379303","29.0056900690034","30.0951131996185","32.5332185023587","31.4488486740364","","","","",
"European Union","EUU","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Fragile and conflict affected situations","FCS","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Finland","FIN","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.475619549193","17.0154334973518","34.1069451021769","51.6247530191364","58.2474104044739","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Fiji","FJI","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.8418217433888","33.6735845779785","36.5383548067393","36.6282593243799","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"France","FRA","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62.3639688260044","59.1702064027169","58.2992523257033","57.8188792094656","61.1765498677754","63.6735542410279","64.6424130247374","65.6111738740193","60.9742926849592","59.4874211892694","65.372569489756","77.9477820433769","80.3012997114704","82.2922420615546","90.2797486025496","90.9685436680429","97.5543838512582","97.9803332557022","102.262044850588","102.21526508744","101.622134416787","104.961161125435","123.172171235879","116.886773525469","98.6605241499728","",
"Faroe Islands","FRO","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.6089754283853","25.4416218372326","24.1548813396191","25.2019616988798","27.1151720388805","26.3230241123984","23.3897348085264","29.9431447891386","25.9593969230769","31.5972203342618","23.6979660714286","24.1514441624365","27.8630142473118","","","",
"Gabon","GAB","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"United Kingdom","GBR","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.2033709452908","29.1948960284953","30.3997500632281","35.3135500060757","40.4800884599488","88.5375860631923","87.5361678606319","88.697982494323","90.4867396226944","87.5878985629496","87.6020211637135","84.3648435829985","86.4006466130452","86.6935169835672","90.5116823436816","92.1589220081659","92.1646044463526","93.8022331460401","105.40656375502","123.728339710305","131.087878360241","143.759014549588","147.053681621506","141.643327770171","150.591619713999","147.949412742616","156.604465153177","161.27006139789","158.163066183959","160.322186863367","196.612393360605","186.852118512538","142.283042050199","",
