"Data Source","World Development Indicators",

"Last Updated Date","2024-06-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Aruba","ABW","Annual freshwater withdrawals, total (% of internal resources)","ER.H2O.FWTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Africa Eastern and Southern","AFE","Annual freshwater withdrawals, total (% of internal resources)","ER.H2O.FWTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.36802136017224","2.40834620465969","2.44942936548704","2.4905125263144","2.53081155843892","2.58259252744609","2.65699739554066","2.84594224472094","2.9157646418005","2.97622251034485","3.03452472258519","3.06317633447398","3.08964648634674","3.13109894920578","3.1563597359922","3.18876925599428","3.21099831384719","4.57792192635851","4.54311753086277","4.66819427529352","4.79242732745486","4.86812886110105","4.88181288522108","4.9175377607198","4.93752806981843","4.9546753019285","","","",
"Afghanistan","AFG","Annual freshwater withdrawals, total (% of internal resources)","ER.H2O.FWTL.ZS","","","","","","","","","","","","","","","","22.6935312831389","25.4173029338282","28.1410745847296","30.8648462354189","33.5886178861082","36.3123895370095","39.0361611876988","41.7599328383881","44.4837044892895","47.2074761399788","49.9312477906681","52.6550194415695","55.3787910922588","54.254892509438","53.1309939266172","52.0070953435843","50.8811737573701","49.7567694235419","48.6323650899258","47.5079607560976","46.3835564222694","45.2591520886532","44.134747754825","43.0159066808059","43.0159066808059","43.0159066808059","43.0159066808059","43.0159066808059","43.0159066808059","43.0159066808059","43.0159066808059","43.0159066808059","43.0159066808059","43.0159066808059","43.0159066808059","43.0159066808059","43.0159066808059","43.0159066808059","43.0159066808059","43.0159066808059","43.0159066808059","43.0159066808059","43.0159066808059","43.0159066808059","43.0159066808059","43.0159066808059","","","",
"Africa Western and Central","AFW","Annual freshwater withdrawals, total (% of internal resources)","ER.H2O.FWTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.736781916918622","0.805783106862401","0.851124843438852","0.896188663972924","0.92933061726743","0.970821279605298","1.01935064534755","1.06788001108454","1.11579096729957","1.16370394979296","1.20922826462748","1.25934384870452","1.30562121742337","1.35180919165077","1.4020307399075","1.44047175477761","1.46228844132551","1.48410512786288","1.509503702698","1.52450868947136","1.53836912307474","1.55229989647816","1.56623623863804","1.58017258079792","1.58477494347991","1.58951016379238","1.59367737387012","1.59790779374644","1.61523141997113","1.61929679205032","1.61262867552833","1.68772839805314","1.69761002718021","1.69761002718021","","","",
"Angola","AGO","Annual freshwater withdrawals, total (% of internal resources)","ER.H2O.FWTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.324324324324324","0.332661122635135","0.340997921013514","0.349334719324324","0.357671517702703","0.366008316013513","0.374345114324324","0.382681912702703","0.391018711013514","0.399355509324324","0.407692307702703","0.416029106013514","0.424365904391892","0.432702702702703","0.441527027027027","0.450351351351351","0.459175675675676","0.468","0.476824324324324","0.476824324324324","0.476824324324324","0.476824324324324","0.476824324324324","0.476824324324324","0.476824324324324","0.476824324324324","0.476824324324324","0.476824324324324","0.476824324324324","0.476824324324324","0.476824324324324","0.476824324324324","0.476824324324324","0.476824324324324","","","",
"Albania","ALB","Annual freshwater withdrawals, total (% of internal resources)","ER.H2O.FWTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.46096654275093","4.43040892193309","4.39985130111524","4.3692936802974","4.33873605947955","4.30817843866171","4.81293680297398","5.31769516728625","5.82245353159851","6.32721189591078","6.83197026022305","6.50728624535316","6.18260223048327","5.85791821561338","5.53323420074349","5.20855018587361","4.73018587360595","4.63843866171004","4.54669144981413","4.45494423791822","4.3631970260223","4.27144981412639","4.17970260223048","4.08795539033457","3.99620817843866","3.42007434944238","4.05947955390335","4.05576208178439","3.56133828996283","4.20446096654275","2.92193308550186","","","",
"Andorra","AND","Annual freshwater withdrawals, total (% of internal resources)","ER.H2O.FWTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Arab World","ARB","Annual freshwater withdrawals, total (% of internal resources)","ER.H2O.FWTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","183.812733194772","181.016550616698","183.913263225097","203.725549309262","195.9904591321","216.43152033198","216.459717320754","","","",
"United Arab Emirates","ARE","Annual freshwater withdrawals, total (% of internal resources)","ER.H2O.FWTL.ZS","","","","","","","","","","","","","","","","","","","","","600","653.688888866667","707.3777778","761.066666666667","814.755555533333","868.444444466667","922.133333333333","975.8222222","1029.51111113333","1083.2","1028.2222222","1052.31111113333","1076.4","1100.48888886667","1124.5777778","1148.66666666667","1254.81333333333","1360.96","1467.10666666667","1573.25333333333","1555.86666666667","1527.92888886667","1499.99111113333","1472.05333333333","1669.36","1866.66666666667","1849.63636366667","1832.6060606","1815.5757576","1798.54545453333","1781.51515153333","1764.48484846667","1747.45454546667","1730.4242424","1713.3939394","1696.36363633333","1679.33333333333","1630","1667.33333333333","1628.66666666667","1587.33333333333","","","",
"Argentina","ARG","Annual freshwater withdrawals, total (% of internal resources)","ER.H2O.FWTL.ZS","","","","","","","","","","","","","","","","","9.45205479452055","9.46970620044521","9.48735760633562","9.50500901226027","9.52266041818493","9.54031182407534","9.55796323","9.57561463589041","9.59336697907534","9.61091744773973","9.62869502523973","9.6462202595548","9.66387166547945","9.68168709445206","9.69911139150685","9.71682588318493","9.73447728910959","9.75212869503425","9.76978010092466","9.78743150684931","9.90985787671233","10.0322842465753","10.1547106164384","10.2771369863014","10.3995633561644","10.6275077833219","10.8554522104452","11.0833966376027","11.3113410647603","11.5392854919178","11.7672299190411","11.9951743461986","12.2231187733562","12.4510632005137","12.679007627637","12.9075342465753","12.9075342465753","12.9075342465753","12.9075342465753","12.9075342465753","12.9075342465753","12.9075342465753","12.9075342465753","12.9075342465753","12.9075342465753","","","",
